subject,predicate,object
b-0cf-w9PK5gLkBkitL3bdqw,HAS_REVIEW,r-70lTktTJc4sl3ZjFf-YIew
Food,IS,Pathetic
Outstanding,ASPECT_ATTR_FOR,b-p-J9iJgeHmPGk2jFAM0WnA
Awesome,MENU_ATTR_FOR,b-BoiAZQB9AHRvazM055GFOw
u-3veFPGLWvvEgzD2ut7rFFA,VISIT,b-TTCZkfxt0GW8YUzdVe0PrA
Scotch_Eggs,IS,Amazing
u-uLMaD0ywxiM_79z2TmURpQ,WRITE_REVIEW,r-d2jpvQ7XZKLyatk8hBOcAQ
b-sUGlSS0AF2xPYFEjvKJbSA,HAS_MENU,Chicken_Makhani
u-1bgWnqxHdMCIvmuRcJWKIA,WRITE_REVIEW,r-rR7Ape-ZfiFIjsaVO-uXtg
u-cvBW7RDkXHG0Z0wZMx6tkg,WRITE_REVIEW,r-RVcGaHWfPdj_-ZepOs4NbA
b-YywWkWX235ZurTWSLqNPog,HAS_MENU,Gajar_Halwa
u-RaTL1_NDXA_YfQ68jkdRKQ,WRITE_REVIEW,r-0-stf0NJOCI4SvVG86gqYQ
Attentive,ASPECT_ATTR_FOR,b-kG0N5urz2lkPEBDPjqFR3w
b-OZwMMnRncrp7_uC-N3vV1Q,HAS_MENU,Biryani
b-kG0N5urz2lkPEBDPjqFR3w,HAS_REVIEW,r-py_5cXPyVwby_36xLCWi5g
u-H3KluKXf1mp3etCToCJhqg,WRITE_REVIEW,r-Mc2-iUeY0AIp3oJ7CfzSaA
u-M1z-bDg97redqpSsbgGCeg,VISIT,b-AZKhBlrI5vgTBm3j9WwnbA
u-hHqH_E9FCI_B6WubV0jPYA,ORDER,Cocktails
Delicious,MENU_ATTR_FOR,b-sUGlSS0AF2xPYFEjvKJbSA
u-O_P3ht6XRpd2DE6J55PANQ,RATE,b-CvOxwAhmwwy3sQRKYVAjGg
b-DeI4KqEeWy0cTdh7Wy5_RA,HAS_MENU,Dinner
u-zSaIbSCTB9ug09pOqf8_vw,HAS,u-zSaIbSCTB9ug09pOqf8_vw
u-lQyBO-8kcXqGbw7rhYVBWw,RATE,b-YywWkWX235ZurTWSLqNPog
b-TTCZkfxt0GW8YUzdVe0PrA,HAS_ASPECT,Food
Great,ASPECT_ATTR_FOR,b-BxkVct02QHybp54ATZgkUQ
Food,IS,Delicious
b-k9PfKE7KfztoMpOSx25UpA,HAS_ASPECT,Food
u-PVyl_Kilc81Y0e3eCGJF0g,RATE,b-RE4qn28MEiDrM1PbdYVgxA
u-e6OZfbZXq4OuPRQlOqO8Ww,WRITE_REVIEW,r-oDUXgNTRb3epM-9sQPU_og
Lamb_Qorma,IS,Fantastic
u-8FWYP70KeC6rFLEJuJ-lEQ,VISIT,b-COfzp0tze_F8N13zn40zzg
u-pWh42VmQek6bMhbtADUUqQ,WRITE_REVIEW,r-D_Z3Gk9oUKuNgQvCTx3Emw
b-YywWkWX235ZurTWSLqNPog,HAS_REVIEW,r-P997J_Wdmk1E6uwQFyDCSg
Service,IS,Speedy
u-IQ6H85aloTdF7iAkr_b7Fg,VISIT,b-jb0-JZMt-6Khsh-VwsDtLQ
Chicken_Tikka_Masala,IS,Perfect
b-BoiAZQB9AHRvazM055GFOw,HAS_ASPECT,Food
u-HE0qZ9B1B-h6icUDpV7sdw,ORDER,Tandoori_Chicken
b-0Hy2VE9tqTo4QbovMz3xrQ,HAS_REVIEW,r-KJXZr0I9BCu5SGVrzBBDqw
b-7vgWonwfqRt9pxR1c00Ulw,HAS_ASPECT,Price
u-O_P3ht6XRpd2DE6J55PANQ,VISIT,b-CvOxwAhmwwy3sQRKYVAjGg
Tender,MENU_ATTR_FOR,b-CB99Ifh4OnBTnuNdRjj_fQ
Butter_Chicken,IS,Tender
Service,IS,Great
b-Ksk5cLav4OtbUtpRGp5b4g,HAS_REVIEW,r-vs6iAvf2yy2lmui_AfCc-Q
u-Gsa-MeZ0IybuuXinFZUVGg,HAS_FRIEND,u-tzdz5CN4ss0Ipogkp3Eiyw
Staff,IS,Friendly
b-MgsOZpYSntKSCzNROiWgYQ,HAS_MENU,Rasmalai
b-nbf4o8gUP2y9JKFE2wBO2A,HAS_REVIEW,r-1tD4UxWf_1YOA-fnyayI4g
Delicious,MENU_ATTR_FOR,b-ZDx7kt4aOPTlmYTqXDrTGA
b-DxbdfvNYPCyiLJDDPJK3Tg,HAS_REVIEW,r-kASsMufhb8J3OCoo_32oqw
b-S4qUsi44l5D9BbUCkhwQEA,HAS_MENU,Fish_Vindaloo
Service,IS,Poor
u-Y7UHVWCy6eUqhZ3Q7wY4pg,RATE,b-NHDdAZJqS3cf_K6HYxoQ9w
Service,IS,Good
Friendly,ASPECT_ATTR_FOR,b-V_jIfMz9Z7a5mthleRq0_w
Tomato_Soup,IS,Good
b-Dd1w7xR7Xs3bthwusgy33Q,HAS_CATEGORY,Fast_Food
b-UAXz2KC1aXpxzV-MLdXbmQ,HAS_REVIEW,r-tQlvZECg0pqEVqlZ0_bGFg
b-k9PfKE7KfztoMpOSx25UpA,HAS_MENU,Naan_Bread
u-Y7UHVWCy6eUqhZ3Q7wY4pg,WRITE_REVIEW,r-OLDSeYzHb93TOZ7zyBlhug
b-Dd1w7xR7Xs3bthwusgy33Q,IS,Fantastic
b-sUGlSS0AF2xPYFEjvKJbSA,HAS_REVIEW,r-tvyFO10KSEi4EvHDr9VphA
u-gjlcSQDafNqPbYA0q7pwuA,ORDER,Somosa
u-MW2pHbbkYIh92CWfpi6q1g,RATE,b-TTCZkfxt0GW8YUzdVe0PrA
Food,IS,Good
b-ICUCAzUZFiWkYs7iCtNCQg,HAS_MENU,Naan
b-Eu-M3y8a5bIxIRXlCj9yHA,HAS_MENU,Afghani_Bread
u-BpspUG4f9nAwASAR7a86pQ,WRITE_REVIEW,r-qJndmvSoQk-4i1yrhsRHgg
b-0cf-w9PK5gLkBkitL3bdqw,HAS_ASPECT,Price
Nice,MENU_ATTR_FOR,b-k9PfKE7KfztoMpOSx25UpA
u-IQ3L56nvquTVJUB2xArJ_Q,RATE,b-CB99Ifh4OnBTnuNdRjj_fQ
u-Aml_223CjrILCQaZ6YNw0g,WRITE_REVIEW,r-nna65G0LcX66W1N8aaJFUQ
b-COfzp0tze_F8N13zn40zzg,HAS_REVIEW,r-Jk8b_UwnYE0mLb32CyCEuQ
u-A05HPjCOyhV9j7vn_dk7UA,VISIT,b-Q8uwArm4h8bhsqxw84Gd8w
u-5fqHDnZYDODFOitqFzf0Ag,WRITE_REVIEW,r-PVmXcDS2acYCkATkqitQ1A
u-GJe49eHFRhU3GMv_1UcLBw,RATE,b-MgsOZpYSntKSCzNROiWgYQ
Tandoori_Chicken,IS,Dry
u-JDhDhqBOwF-blQzlvDc2Pw,WRITE_REVIEW,r-T1oJqtQPL0WNYDBS2Ly6Bg
u--P4MdxIwar7DCEiOpD_GkQ,WRITE_REVIEW,r-MUEwLAhB9YUEbzFviq1rWQ
b-c4qE3ygdEQUD9dZjganavA,HAS_REVIEW,r-gPB4JYtJaKGuU9ikk6y7Yw
u-mjwoKtngWfP0SIdW1cFWcg,RATE,b-W_9ophRRWO924hn1S-y2Hg
u-1ACkCe88DC97bHlTciJbNw,WRITE_REVIEW,r-Ab-xp9t6s8k145-nZFE-SQ
b-f7RXwcus_-EOsR0q5ctVjw,HAS_REVIEW,r-ESUZD85A_t-dVrSLAfeN3g
u-Y6ORRvlywg5fV7FSgUM5BA,VISIT,b-YywWkWX235ZurTWSLqNPog
b-P4zWgzYzy03D9LeDTpKuDg,HAS_CATEGORY,Food
b-hubbaEcYPYEZu5Ziz6i0lw,HAS_REVIEW,r-F4iDhYOgP7piDlcP4FetVA
Naan,IS,Bad
u-dVoRMxo54NVHsL_zyAgYRQ,ORDER,Naan
u-Xxvz5g67eaCr3emnkY5M6w,VISIT,b-gw0ZS5b5RP3Lzr1BoCbALg
Food,IS,Well
b-hubbaEcYPYEZu5Ziz6i0lw,HAS_ASPECT,Service
b-35KvoWbA3kEsdckaWqG3OA,HAS_ASPECT,Service
u-Ci_uvDAU3i39Nva7JpYBig,RATE,b-vCx6uieEF0W0mKFK4sT3Yg
Tasty,MENU_ATTR_FOR,b-hubbaEcYPYEZu5Ziz6i0lw
u-GM0nKVSBWQ317dUajjBNxw,WRITE_REVIEW,r-tO_9RvKt6VI8C04u-hsUIQ
b-COfzp0tze_F8N13zn40zzg,HAS_MENU,Roti
u-YCdNTtZEhQwmCbUk4skNlg,RATE,b-P4h8kgy_48oE9vCHJc4BCQ
Slow,ASPECT_ATTR_FOR,b-35KvoWbA3kEsdckaWqG3OA
b-mOsKIonnlHllP9gfbXdgnQ,HAS_CATEGORY,Indian
Rice,IS,Good
u-xA1Ak4QJ_WE_8Nadpi8IhA,ORDER,Dessert
u-jqp5BEMzEUIWTCt6pezS2Q,ORDER,Mango_Dacquiris
u-Loon5QwPvVf1XZTfj31BvQ,VISIT,b-TAnzFr9NixvCbvUdJMWL5Q
Paneer,IS,Dry
u-MW2pHbbkYIh92CWfpi6q1g,WRITE_REVIEW,r-Wyf5ixGoK9iscwP0ZVYVVA
u-s9m1lSJyedtZRJSuQBE5HA,VISIT,b-3frFidAcPVYAFB2RxxkIdA
u-tK8a1JixD86__LrvdsfgDw,WRITE_REVIEW,r-0Zl04qztslZglx4R7wkEHA
u-rR177wis4wxhd2Asqv_EpQ,WRITE_REVIEW,r-J-ClOvQDDzgdbU0vI1BtWQ
u-ZHRyYn4SbTsR7On7P-08bA,VISIT,b-GC9Re0tKAnecMww3DB638g
Cleveland-United_States,LOCATED_IN,United_States
b-jb0-JZMt-6Khsh-VwsDtLQ,HAS_ASPECT,Food
u-lajBA1xOE8KV7_ka8UBfzQ,ORDER,Chicken_Korma
Good,MENU_ATTR_FOR,b-MgsOZpYSntKSCzNROiWgYQ
Service,IS,Friendly
b-dg4EMyM1feTEWfLPSbunrg,HAS_ASPECT,Service
Awesome,MENU_ATTR_FOR,b-dg4EMyM1feTEWfLPSbunrg
b-P4h8kgy_48oE9vCHJc4BCQ,HAS_MENU,Naan
Parking,IS,Struggle
Food,IS,Awesome
b-CvOxwAhmwwy3sQRKYVAjGg,HAS_MENU,Butter_Chicken
u-tIbL7mV0a0aOSg8ks4asnw,RATE,b-RE4qn28MEiDrM1PbdYVgxA
u-4iP8NemWxjbgSA1fmHJtUg,RATE,b-COfzp0tze_F8N13zn40zzg
Friendly,ASPECT_ATTR_FOR,b-MMOEaEcq-bsg_RYWHSC4_g
Dinner,IS,Good
u-UqiIvJu48dO2zsx-WvujSA,VISIT,b-LwXo16VrGPhhOWc_Wj7ifw
u-fuRkHpqUoNqlNeglutAVqg,RATE,b-DxbdfvNYPCyiLJDDPJK3Tg
Food,IS,Good
Roti,IS,Hard
u-gCp21sfvL6HnQOvapeV7sw,VISIT,b-3wJ4kJsJhayyfJ30HsS04g
b-eRZuxjnaMviiVyvhejwTBQ,HAS_REVIEW,r-3uEq9asfOlx0WQeqM6H8qw
u-fqJmWGfJy19cEynxRSGo4Q,VISIT,b-gA4bnK91phT5FTzG4ki3Dw
Food,IS,Good
b-BoiAZQB9AHRvazM055GFOw,HAS_REVIEW,r-T1w6btg74adejBN3f8Qnzg
Amazing,ASPECT_ATTR_FOR,b-kfwpXBsMQLqhUvscWB6b9g
Food,IS,Delicious
b-DJuQgsoj-qmU0i5iTAa4aA,HAS_REVIEW,r-SO2a4bRirYTt8D4YxwtMAw
b-gXLiBVCHIqoPEw2CaP3QmQ,HAS_MENU,Biryani
b-_X0M7EMx475KZSX9wAsmgg,HAS_REVIEW,r-byk5ZJjkkvHg9HaVSy8wlg
u-xrQfAODL0j9WZPCNVI_uXg,RATE,b-S4qUsi44l5D9BbUCkhwQEA
Weird,ASPECT_ATTR_FOR,b-xA6L2w_TlbxHubb1xeBE8w
u-9ewjafrcTBkercR1az1Sjg,RATE,b-ZNdV9ytExuxPTXSN8i2xhw
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_MENU,Paneer
u-vGkha82V8Y9fog6iddlTQA,WRITE_REVIEW,r-mW0og8eAi3h5pnXtBpX4AQ
b-ZDx7kt4aOPTlmYTqXDrTGA,HAS_REVIEW,r-eEv5SFdy8R1dTQhEztVCOA
u-BHjq3DNUe5WZ32bQkwjL8g,WRITE_REVIEW,r-s7_GNeehOHNgDLOxBmSbyQ
b-vCx6uieEF0W0mKFK4sT3Yg,HAS_REVIEW,r-D3RD_ltUTHoFkgr5x7KowQ
u-KVGxs-NiT5g-8uiHzu2bEw,ORDER,Aloo_Gobi
Great,MENU_ATTR_FOR,b-TTCZkfxt0GW8YUzdVe0PrA
u-ibu1j2IAbKfjxeZyaxs2eg,WRITE_REVIEW,r-wBAGT8HlnTATmXS6xm5nbw
Samosa,IS,Fresh
u-tl5P15-Q1wdGcZYQWEr3_Q,RATE,b-k9PfKE7KfztoMpOSx25UpA
u-W66pmCWETd2cFnWT4Mrn3g,WRITE_REVIEW,r-s7zmyL9FXIFs25JmR5Qd5g
b-k9PfKE7KfztoMpOSx25UpA,HAS_ASPECT,Food
b-Eu-M3y8a5bIxIRXlCj9yHA,HAS_MENU,Wazieri_Kebab
u-bgjERvfhhgeDurSi9Ni5gg,RATE,b-mOsKIonnlHllP9gfbXdgnQ
u-Ky-Ik9_KAfe_dc5B0EIrPQ,WRITE_REVIEW,r-gdBLbZ15orpW0o9MDk_qLg
b-NHDdAZJqS3cf_K6HYxoQ9w,HAS_REVIEW,r-M4gRB4yvutb-j49WL4DhPg
Well,ASPECT_ATTR_FOR,b-8PZGCtgG5MZKvz9i3B9gCA
u-LVgkbdEsYiYLTK7dAYmAMQ,VISIT,b-CvOxwAhmwwy3sQRKYVAjGg
u-Bsbumyr3Of8BauN2URK4bg,RATE,b-rYziPPEILDXJ_F5uKR--YQ
u-WLOVYC94pVDf6JFSzSSKlg,VISIT,b-ZJ0gQp0fcnIDiZv0m9--Gg
u-06ihtCK3gw80t6c7HyPt2w,RATE,b-yy_FhzQCeLreV21OBccPAg
b-idrN6XWKErG6nKDsEMNbOQ,HAS_REVIEW,r-ZAdh7HmKF-MgDe8OkyWrrA
u-fYUQbav_JlFe0U1WDxpA_w,ORDER,Tandoori_Chicken_Dinner
u-SRhUZfTNf_qis3x-1dSWnQ,VISIT,b-Eu-M3y8a5bIxIRXlCj9yHA
Good,ASPECT_ATTR_FOR,b-DxbdfvNYPCyiLJDDPJK3Tg
u-pLo29n3MVOp4V0bfRAjSqg,VISIT,b-Ksk5cLav4OtbUtpRGp5b4g
b-Pzs43Fkub-6A9hA1zqpF_w,HAS_ASPECT,Service
u-1ACkCe88DC97bHlTciJbNw,RATE,b-5VOqWjRXUPc7b1A_NSI9mQ
u-a6njMC0qC1txFhLYxwx_ow,WRITE_REVIEW,r-bKvjn8xpwc58BOkmi5b8Vw
Excellent,ASPECT_ATTR_FOR,b-j4ytRzcmtU4cLMBrhY7jMA
u-xqddl659Tkw6cpb4BXCx0g,VISIT,b-XvuUYiJYAAiNC4AmdbBZ8g
b-j9YFHVQqxM_qKHIc4nck-A,HAS_REVIEW,r-FFxabOJfBUE7K65-Zt-56w
u-UHV0B24i_IVOKyXcRe9IeA,RATE,b-kG0N5urz2lkPEBDPjqFR3w
u-fjja1SUrhPYRZFwAseYBvA,WRITE_REVIEW,r-aqY4g4IUqWAU8Pw3xLOfMw
Food,IS,Great
u-CvJG4MAs3aVY8O2BuVKARg,RATE,b-UaMq3DUhtkoZ5WCEQm2T9g
b-kG0N5urz2lkPEBDPjqFR3w,HAS_REVIEW,r-lI9fXDN1frAAGJ1NjNbV8g
b-j4ytRzcmtU4cLMBrhY7jMA,HAS_ASPECT,Staff
Food,IS,Great
u-xszoDQN-wuCezEfZILS7Hw,ORDER,Curry
u-ru2Sp_BdKZF-rnAQdt2g6w,VISIT,b-P4h8kgy_48oE9vCHJc4BCQ
u-a1MoFM7R0lO8Y3jsWrnODg,RATE,b-gXLiBVCHIqoPEw2CaP3QmQ
u-1JWELY2_qH34RiIU39W3fg,VISIT,b-vZu3xxlMQSqFngDgdFLfXg
b-scM6rLQqoz5dEIgwz_JFsg,HAS_REVIEW,r-JeCx7r-ryb_87-bVOPda2w
u-33v8c5ftrKuDGTw1ZQ2toQ,WRITE_REVIEW,r-Ea2o36ZsXNRtnhUCzFsqpw
u-3n9g3tGFG9dCuQyWfO4RiQ,RATE,b-TAnzFr9NixvCbvUdJMWL5Q
Pina_Colada,IS,Terrible
Exceptional,MENU_ATTR_FOR,b-BxkVct02QHybp54ATZgkUQ
b-oX6y1Jm1jYLoWifmIrtaSQ,HAS_ASPECT,Price
u-ylku-3TJU62S1mnKlxDDtA,VISIT,b-5eDg_Y2N6aU_k7tIxoFXTg
b-DKqhCd3Vwl3CEo8vUHhLYg,HAS_MENU,Lamb_Biryani
Great,ASPECT_ATTR_FOR,b-kfwpXBsMQLqhUvscWB6b9g
Amazing,MENU_ATTR_FOR,b-dg4EMyM1feTEWfLPSbunrg
u-bJltnzbkslg8gWYva3TIlg,WRITE_REVIEW,r-hvzmYeevNqZe4S8GuAIGGQ
u-oG_IJIGuJXgIUvG7yaysig,WRITE_REVIEW,r-ZLuBbfAQAJP-5AwxP0bAtg
Chaat,IS,Enjoyable
Price,IS,Outstanding
b-TTCZkfxt0GW8YUzdVe0PrA,HAS_REVIEW,r-SZlaXzTqLWIU2pFAHs47tw
u-aDApcTFMWehnSXgbg49TPQ,WRITE_REVIEW,r-8iPbnXya8vzLVVgdvQ2x_g
Staff,IS,Friendly
Customer_Service,IS,Awesome
Chicken,IS,Good
u-Y7UHVWCy6eUqhZ3Q7wY4pg,VISIT,b-NHDdAZJqS3cf_K6HYxoQ9w
u-79uQM6mAgJJcmYRtMO_u1Q,WRITE_REVIEW,r-WosXZMnxrR3EEzB8fNBWsw
u-xyDVo974O7sVUie3zyMFBQ,WRITE_REVIEW,r-p6FVtBH_j9gp9WTCr4XN5w
u-QfJXkZpYFEy7UV_-95N_BQ,WRITE_REVIEW,r-pkQ5fBJLS8hqnq74P1TICA
Good,ASPECT_ATTR_FOR,b-gw0ZS5b5RP3Lzr1BoCbALg
b-qcqDjeirxvdgW5kQVkEwSA,HAS_CATEGORY,Nightlife
b-idrN6XWKErG6nKDsEMNbOQ,HAS_MENU,Naan
u-C__1BHWTGBNA5s2ZPH289g,WRITE_REVIEW,r-N53o6cU6erHvO6lIgHCa_A
b-7xA6iSP0Ndn08tpBFQtUKA,HAS_REVIEW,r-RAvMzES0uZsA6SqKdaoPiQ
Friendly,ASPECT_ATTR_FOR,b-35KvoWbA3kEsdckaWqG3OA
u-HyzhZk5d002IsA3V9VfV9g,WRITE_REVIEW,r-Gzz_tmtmPJcbsx0GI5LTaQ
u-P-zcn6bAoY-k00JAli6QGg,WRITE_REVIEW,r-Ps0Jg_akK3gs8ioOH6wzqA
b-COfzp0tze_F8N13zn40zzg,HAS_ASPECT,Staff
Service,IS,Bad
u-lLop934D-J7epA6pXUZ3Jw,WRITE_REVIEW,r-CYE-anKxzbyya3BbyWrZew
u-G1QG6IfLuE5uirU6PMo2dA,RATE,b-f7RXwcus_-EOsR0q5ctVjw
u-3zTJVMca5uNTjJYQf76d3Q,VISIT,b-kfwpXBsMQLqhUvscWB6b9g
u-6ZCWi1OxWhooJkcrRnDs1w,RATE,b-Eu-M3y8a5bIxIRXlCj9yHA
b-TAnzFr9NixvCbvUdJMWL5Q,HAS_MENU,Chicken_Biryani
Polite,ASPECT_ATTR_FOR,b-TTCZkfxt0GW8YUzdVe0PrA
Avondale-United_States,LOCATED_IN,United_States
b-35KvoWbA3kEsdckaWqG3OA,HAS_REVIEW,r-UQFy7eW2_wuLzQJqXpZS-Q
b-Pzs43Fkub-6A9hA1zqpF_w,HAS_MENU,Dinner
Good,MENU_ATTR_FOR,b-hubbaEcYPYEZu5Ziz6i0lw
u-HyzhZk5d002IsA3V9VfV9g,VISIT,b-DJuQgsoj-qmU0i5iTAa4aA
u-i9rbxxfK7z-STaby3rDSlA,VISIT,b-DKqhCd3Vwl3CEo8vUHhLYg
u--w3ArCgWBRPj-MM4X8Im5A,RATE,b-35KvoWbA3kEsdckaWqG3OA
b-5eDg_Y2N6aU_k7tIxoFXTg,HAS_MENU,Chai_Tea
u-Jwq_ZeNiVDwre459Qu85Hg,VISIT,b-TAnzFr9NixvCbvUdJMWL5Q
Well,MENU_ATTR_FOR,b-kG0N5urz2lkPEBDPjqFR3w
b-idrN6XWKErG6nKDsEMNbOQ,HAS_REVIEW,r-kvmssrAlo69Xu7GS22EwNw
b-j9YFHVQqxM_qKHIc4nck-A,HAS_ASPECT,Price
Polite,ASPECT_ATTR_FOR,b-idrN6XWKErG6nKDsEMNbOQ
u-M4P02bBbTauuwP6OhGpT-g,RECOMMEND,b-ZJ0gQp0fcnIDiZv0m9--Gg
u-fL6oI_4pJhP5inuNyHwExw,RATE,b-idrN6XWKErG6nKDsEMNbOQ
u-a2SODwNOs5INpZu4Z0E05A,RATE,b-gw0ZS5b5RP3Lzr1BoCbALg
b-sUGlSS0AF2xPYFEjvKJbSA,HAS_ASPECT,Food
Tasty,ASPECT_ATTR_FOR,b-xSuR0FK8cHzBLXowCV3Pyw
u-whCIT8n-O3EKWv_nIjl46w,RATE,b-j9YFHVQqxM_qKHIc4nck-A
b-XvuUYiJYAAiNC4AmdbBZ8g,HAS_REVIEW,r-wgPOEaMx5MEczCyKYOj6Nw
b-RE4qn28MEiDrM1PbdYVgxA,HAS_REVIEW,r-paZyOrIm5iHe4t9MhowKhQ
b-DJuQgsoj-qmU0i5iTAa4aA,HAS_ASPECT,Food
Fries,IS,Great
Service,IS,Good
u-gJqr0dtJQHt6CAzcm-n8lQ,RATE,b-S4qUsi44l5D9BbUCkhwQEA
u-zOf2ZKfyP8ZT8SgRc90efQ,RATE,b-kG0N5urz2lkPEBDPjqFR3w
b-0zTLMQOZhiCp9GFtegiFsw,HAS_ASPECT,Food
u-1VEn9mGPSv2pqvSxBb5Y_Q,WRITE_REVIEW,r-9kHHiTD80RHhOHl63krXIQ
b-xA6L2w_TlbxHubb1xeBE8w,HAS_ASPECT,Food
u-bPQMtrXUy8dMCJu6SHxxaA,WRITE_REVIEW,r-NXn0gTt5AVtLhAtUyU87PQ
u-JHCs-fyEMnKjWQkQvRSORQ,WRITE_REVIEW,r-kUsehQ04Qgx9dJeM2wTxxw
b-Dh2Z3WNu6M71LbMNHEeg3w,HAS_CATEGORY,Food
Good,ASPECT_ATTR_FOR,b-vCx6uieEF0W0mKFK4sT3Yg
u-wISdr15RJTBtlhilcayCpA,WRITE_REVIEW,r-i9a9zGD-9qXBkn009ylWhA
u-BvbC1B4O_DzpawUlrOR7EQ,RATE,b-8PZGCtgG5MZKvz9i3B9gCA
b-qcqDjeirxvdgW5kQVkEwSA,HAS_ASPECT,Music
u-n3bXNZtYZOJjrag6LMLQCQ,WRITE_REVIEW,r-bs1WcqmIzbvPZgn_nhHH4g
u-w5vwXnekNjKLzDRj5ROK5g,VISIT,b-XvuUYiJYAAiNC4AmdbBZ8g
Goat_Biryani,IS,Good
b-rYziPPEILDXJ_F5uKR--YQ,IS,Difficult
b-oX6y1Jm1jYLoWifmIrtaSQ,HAS_REVIEW,r-vqN9uFxsmjLDhGaCArLuwQ
u-IQ8JZGg2po5YrcYqCBQQrw,VISIT,b-Dd1w7xR7Xs3bthwusgy33Q
b-h-psPOmlY0mCOflb3S3rdQ,HAS_CATEGORY,Indian
b-8PZGCtgG5MZKvz9i3B9gCA,HAS_REVIEW,r-0shxedzIeEfkD-O2tA3JFA
u-9jaBZ5IVnaf61AhGtEESgw,WRITE_REVIEW,r-LFvNUNTqZ1s-RmNAJg0cww
Service,IS,Fantastic
u-C0bn6f7mqw_JZuHQ0Y3-_Q,VISIT,b-gsc1j3RZQdScBnULSwaV9A
b-dg4EMyM1feTEWfLPSbunrg,HAS_MENU,Chicken_Vindaloo
b-ZNdV9ytExuxPTXSN8i2xhw,HAS_MENU,Gobi_Manchurian
b-j9YFHVQqxM_qKHIc4nck-A,HAS_CATEGORY,Indian
u-VNVef3kkg0-EbDIcQaPcug,RATE,b-Dd1w7xR7Xs3bthwusgy33Q
b-BxkVct02QHybp54ATZgkUQ,HAS_REVIEW,r-vEb9nJMm9UO9ZR3P636rfw
u-UkB9kdjwXHqdWC59qteUjg,WRITE_REVIEW,r-j6R1_q4UYa6Q5Gx2ga0qTg
b-MMOEaEcq-bsg_RYWHSC4_g,HAS_REVIEW,r-Bjg87VAWJBZTjwps_kFs8Q
u-1ghFOCMBpo2bGaWu_c1tcg,RATE,b-0cf-w9PK5gLkBkitL3bdqw
b-xYpAg60oZVbOtSYgrOKBgQ,HAS_REVIEW,r-SpRND-YoyVjdxS0gbVzGnw
u-OG3-lPmdf3SAOwyCgW03Tg,ORDER,Curry
b-k9PfKE7KfztoMpOSx25UpA,HAS_REVIEW,r-DB6HVrx_jWC4r1dzjnI7Yw
Food,IS,Delicious
u-d7HgUI_ly_t0K2rqhrUyIQ,WRITE_REVIEW,r-lnYkQfH-mfAse4Ep_QIlNw
u-tM35Wboo2VuVfcjIxOrnOg,WRITE_REVIEW,r-l3be5Ie5fcUQ9-knHDOtLQ
b-NHDdAZJqS3cf_K6HYxoQ9w,HAS_REVIEW,r-lo50ZWkUd77gVAQIKKnm8w
b-P4h8kgy_48oE9vCHJc4BCQ,HAS_ASPECT,Food
b-ZJ0gQp0fcnIDiZv0m9--Gg,HAS_MENU,Goat_Curry
b-Dd1w7xR7Xs3bthwusgy33Q,HAS_MENU,Aloo_Bonda
Dry,MENU_ATTR_FOR,b-V_jIfMz9Z7a5mthleRq0_w
b-hubbaEcYPYEZu5Ziz6i0lw,HAS_REVIEW,r-hVDfNs9Vmbro_XA8AD4Rlw
Mediocre,ASPECT_ATTR_FOR,b-LZWXP-D4YPlzsFjVx6b9XA
b-SxuD7iY8QO88PNbSdNmNKg,HAS_REVIEW,r-o-AJBQ0eSJuBDR4vpjyKuQ
u-Mh4jTzW54-gQ-ZFNlN5-rg,VISIT,b-oVuZtlCFg_zF090Nhtp0Ow
u-hkzoIEuMQ7FWeoVtX4XB5Q,WRITE_REVIEW,r-45y6vdxjkqORMloOh1yOjg
b-h-psPOmlY0mCOflb3S3rdQ,HAS_REVIEW,r-CIipEYdlhad8boX6v08bjg
b-oX6y1Jm1jYLoWifmIrtaSQ,HAS_MENU,Papadi_Chat
u-S9BuuXMBSTkyISrSb0rG-g,WRITE_REVIEW,r-mcojtS3v4EkEAZokzPfd1g
b-xYpAg60oZVbOtSYgrOKBgQ,HAS_MENU,Bhajis
Delicious,ASPECT_ATTR_FOR,b-BxkVct02QHybp54ATZgkUQ
b-kG0N5urz2lkPEBDPjqFR3w,HAS_ASPECT,Menu
Service,IS,Good
b-MMOEaEcq-bsg_RYWHSC4_g,HAS_MENU,Beef_Samosa
b-p-J9iJgeHmPGk2jFAM0WnA,HAS_ASPECT,Service
Dry,MENU_ATTR_FOR,b-ICUCAzUZFiWkYs7iCtNCQg
b-k9PfKE7KfztoMpOSx25UpA,HAS_ASPECT,Staff
b-scM6rLQqoz5dEIgwz_JFsg,HAS_ASPECT,Staff
u-Ie8Eh9Osxb98EOUi85hXWg,VISIT,b-f7RXwcus_-EOsR0q5ctVjw
u-Aw6jIheWC5vO5B08B-dZJQ,VISIT,b-BoiAZQB9AHRvazM055GFOw
b-OZwMMnRncrp7_uC-N3vV1Q,HAS_REVIEW,r-L26vMpMuQETI71wWwiMM8A
u-MFnXQb1R1IGLL_-W4oflJw,WRITE_REVIEW,r-cc1-M5icr3ttnH5MfkXnDA
b-OZwMMnRncrp7_uC-N3vV1Q,HAS_ASPECT,Food
b-ZJ0gQp0fcnIDiZv0m9--Gg,HAS_MENU,Rice
