,subject,predicate,object
16950,Courteous,ASPECT_ATTR_FOR,b-yy_FhzQCeLreV21OBccPAg
16951,Fantastic,ASPECT_ATTR_FOR,b-dg4EMyM1feTEWfLPSbunrg
16952,u-wjHBq5ct8aHYh0dZv86fjQ,RATE,b-0zTLMQOZhiCp9GFtegiFsw
16953,Service,IS,Great
16954,b-hubbaEcYPYEZu5Ziz6i0lw,HAS_REVIEW,r-Lm-vPj6t9nTsC9PNFwH9SQ
16955,b-0cf-w9PK5gLkBkitL3bdqw,HAS_REVIEW,r-J3CdEtFwQSUPZmckQXBhxw
16956,b-kG0N5urz2lkPEBDPjqFR3w,HAS_REVIEW,r-x30AW4g9ICVev1EUVNrOqw
16957,Good,MENU_ATTR_FOR,b-ZJ0gQp0fcnIDiZv0m9--Gg
16958,u-xnLliq9Majlk9i0Orf7Iig,VISIT,b-RE4qn28MEiDrM1PbdYVgxA
16959,b-P4zWgzYzy03D9LeDTpKuDg,HAS_REVIEW,r-2jaFW1jA_jXdnXBsSc8byA
16960,u-s1hZZMkaWCql09X-cGUQEQ,RECOMMEND,South Indian
16961,b-gXLiBVCHIqoPEw2CaP3QmQ,HAS_ASPECT,Food
16962,Food,IS,Fresh
16963,Good,ASPECT_ATTR_FOR,b-3frFidAcPVYAFB2RxxkIdA
16964,u-CSLHOFzry6n3g2lLXbbXgQ,VISIT,b-ICUCAzUZFiWkYs7iCtNCQg
16965,u-ZU3DTlMu2kQYo9s9PRMsfQ,VISIT,b-kG0N5urz2lkPEBDPjqFR3w
16966,u-CTavgBU-A8wQgmvp07FCeg,RATE,b-yy_FhzQCeLreV21OBccPAg
16967,u-gC0c9CUepjJs5NKv3NlCWQ,PREFERRED,Indian
16968,u-apoKg6ff0kDjmkKTTpPKEA,WRITE_REVIEW,r--8TnC9Cfr66I044ejSIKwg
16969,Garlic_Naan,IS,Cold
16970,b-DeI4KqEeWy0cTdh7Wy5_RA,HAS_REVIEW,r-GVJb_8T6mFJ5x4IHbrcMiw
16971,u-m3lFvZsH_esnLIIeb7lJsA,EATING,Food
16972,b-dg4EMyM1feTEWfLPSbunrg,HAS_ASPECT,Staff
16973,u-xSnb-_dtSIe9Y75zAD8ceQ,RATE,b-UAXz2KC1aXpxzV-MLdXbmQ
16974,u-GrUCjpll6wTlcEhjuabHTA,RATE,b-Pzs43Fkub-6A9hA1zqpF_w
16975,u-LFe1mONIKYyFsrNvi5TF4g,VISIT,b-bO_JX-lDo5D5JGZhK5Ly3A
16976,u-xA1Ak4QJ_WE_8Nadpi8IhA,ORDER,Cottage_Cheese
16977,Nice,ASPECT_ATTR_FOR,b-oX6y1Jm1jYLoWifmIrtaSQ
16978,u--dEAguztpqPvzftWb_YNdA,RATE,b-mOsKIonnlHllP9gfbXdgnQ
16979,b-35KvoWbA3kEsdckaWqG3OA,HAS_ASPECT,Food
16980,Great,ASPECT_ATTR_FOR,b-h-psPOmlY0mCOflb3S3rdQ
16981,Service,IS,Friendly
16982,b-xYpAg60oZVbOtSYgrOKBgQ,HAS_ASPECT,Food
16983,u-3zdB0SSrXIDIgsrOmhdUtQ,VISIT,b-k9PfKE7KfztoMpOSx25UpA
16984,Food,IS,Good
16985,b-gsc1j3RZQdScBnULSwaV9A,HAS_ASPECT,Food
16986,u-1V00Z3TiaNL2d3HL8EfoJQ,VISIT,b-qhKNZTtTT6GLnPzQny-v9Q
16987,b-P4h8kgy_48oE9vCHJc4BCQ,HAS_ASPECT,Staff
16988,u-wZakwN1z1nVvX5Rw9Gu2bA,VISIT,b-MMOEaEcq-bsg_RYWHSC4_g
16989,Service,IS,Good
16990,b-0Hy2VE9tqTo4QbovMz3xrQ,HAS,Kitchen
16991,u-iIgyi6cemWP753snEO9FCw,WRITE_REVIEW,r-tpTkBwMICuPQnHbAOqgxWg
16992,u-hVkkWefqj7MErZbmlYvBRw,WRITE_REVIEW,r-2DYvMZI7DxYmfQB2qm1F-A
16993,b-UaMq3DUhtkoZ5WCEQm2T9g,HAS_MENU,Biryani
16994,u-7q1EFKcjUTQhUrmjY2ZRkw,RATE,b-BoiAZQB9AHRvazM055GFOw
16995,b-8PZGCtgG5MZKvz9i3B9gCA,HAS_MENU,Bread
16996,Bad,MENU_ATTR_FOR,b-gXLiBVCHIqoPEw2CaP3QmQ
16997,u-O2r153ZyHduw7FFO5Hu0qA,SUGGEST,Bindia
16998,u-Lx-4cXc-7UKPtLBw8v_Krg,WRITE_REVIEW,r-DlrqFo8Mzp3yrLVROy5HrQ
16999,u-09QcQYf_t1NEq_AkjJuABA,RATE,b-SxuD7iY8QO88PNbSdNmNKg
17000,b-7vgWonwfqRt9pxR1c00Ulw,HAS_ASPECT,Staff
17001,b-vCx6uieEF0W0mKFK4sT3Yg,HAS_REVIEW,r-9-KfBVjaxWjrJ4QE4056PQ
17002,u-Rwf75p0aGZQ6P1FndkDjfA,RATE,b-bO_JX-lDo5D5JGZhK5Ly3A
17003,Rice,IS,Cold
17004,u-YAkJWXEGlMOmO3UF0ZccJA,RATE,b-8PZGCtgG5MZKvz9i3B9gCA
17005,Rich,MENU_ATTR_FOR,b-mOsKIonnlHllP9gfbXdgnQ
17006,u-6H-tSPWGxX2Ehfe86yYWWw,HAS_FRIEND,u-S14MK30NQdqgrO7ygTCQlA
17007,u-bJltnzbkslg8gWYva3TIlg,WRITE_REVIEW,r-hvzmYeevNqZe4S8GuAIGGQ
17008,u-CxDOIDnH8gp9KXzpBHJYXw,WRITE_REVIEW,r-v8iQH16_p4kfKKfVPcrgoA
17009,u-HPuTCCL4W3u5sxrbBFu9YA,ENJOY,Food
17010,Good,ASPECT_ATTR_FOR,b-qcqDjeirxvdgW5kQVkEwSA
17011,Attentive,ASPECT_ATTR_FOR,b-oX6y1Jm1jYLoWifmIrtaSQ
17012,u-LrIBQt02TkZN5LIkJkDpHw,VISIT,b-jb0-JZMt-6Khsh-VwsDtLQ
17013,u-lZiOZQdwpAD8iUSpl16lqw,RATE,b-7xA6iSP0Ndn08tpBFQtUKA
17014,b-xA6L2w_TlbxHubb1xeBE8w,HAS_CATEGORY,Bakeries
17015,Mantra_Masala,HAS,Naan
17016,Awesome,MENU_ATTR_FOR,b-S4qUsi44l5D9BbUCkhwQEA
17017,u-t_m1a0KzG960Vh5wgHo9YQ,WRITE_REVIEW,r-8OgFDZAR2qb5vo2zp_TGXg
17018,b-V_jIfMz9Z7a5mthleRq0_w,LOCATED_IN,Charlotte-United_States
17019,Food,IS,Awesome
17020,u-kiQE5frtCd07wjq_hH18AQ,RATE,b-oVuZtlCFg_zF090Nhtp0Ow
17021,b-qcqDjeirxvdgW5kQVkEwSA,HAS_ASPECT,Food
17022,b-idrN6XWKErG6nKDsEMNbOQ,HAS_ASPECT,Service
17023,u-2l5Pt9zUT1NI9309L-AGgg,RATE,b-BoiAZQB9AHRvazM055GFOw
17024,u-qUL3CdRRF1vedNvaq06rIA,RATE,b-kG0N5urz2lkPEBDPjqFR3w
17025,u-cjPbEegTIS5VrIYg0sDlBQ,WRITE_REVIEW,r-yv6orHHXz3bIYH4XsSrNsA
17026,Delicious,MENU_ATTR_FOR,b-ZNdV9ytExuxPTXSN8i2xhw
17027,Service,IS,Worth
17028,u-bnYeFVApkSzjOpCvf78z8Q,WRITE_REVIEW,r-_tfsgEamDnOY5gguupEsXg
17029,b-DJuQgsoj-qmU0i5iTAa4aA,HAS_MENU,Lamb_Saag
17030,b-Ksk5cLav4OtbUtpRGp5b4g,HAS_REVIEW,r-PSk94Gi5znlzF9cuplI4rw
17031,b-oX6y1Jm1jYLoWifmIrtaSQ,HAS_REVIEW,r-g6Vo1X83WtqBjt0YX29Qdw
17032,u-YyAd1zsFxX7ySn4y7qZ8yg,HAS,Food
17033,u-qPS-RibPgX2nRJGQ3jO3aQ,WRITE_REVIEW,r-yvVo4pOz7s0QZqMGUrNP0g
17034,u-v5yLzRy9Fvf68Wm7cUgncg,LOVED,b-gA4bnK91phT5FTzG4ki3Dw
17035,Chicken_Tiki_Masala,IS,Good
17036,b-c4qE3ygdEQUD9dZjganavA,HAS_ASPECT,Service
17037,u-LSTGz5zhkiOT22zPUrBz4Q,WRITE_REVIEW,r-Y07q4c1eFc0b8ho4QE_yqQ
17038,b-DJuQgsoj-qmU0i5iTAa4aA,HAS_MENU,Veg_Manchurian
17039,b-3frFidAcPVYAFB2RxxkIdA,HAS_MENU,Naan
17040,Staff,IS,Friendly
17041,u-COX5-jGgBP5J_lUHlm5Mtg,WRITE_REVIEW,r-shS_iSXXb0ZVWCUZYMpjUA
17042,b-0cf-w9PK5gLkBkitL3bdqw,IS,Good
17043,Dal_Tadka,IS,Great
17044,Food,IS,Delicious
17045,u-whi_8onFyy-kR8-3qubApQ,WRITE_REVIEW,r-WbioxcmGrmK0BlZx7oX5tw
17046,u-Zgy8qybNJfjWOI7mBI08Vg,RATE,b-UAXz2KC1aXpxzV-MLdXbmQ
17047,b-RE4qn28MEiDrM1PbdYVgxA,HAS_MENU,Jamaica_Rotis
17048,b-Eu-M3y8a5bIxIRXlCj9yHA,HAS_REVIEW,r-i7s9HurO6Cpg9wOeevcTpg
17049,u-QjXmfgV4cqIC2HvPtrrmZQ,RATE,b-y4z0iQZWN4R2Fk8SiPQU5A
17050,u-SVcQ8yqaLDmjMwPRDwQPaA,VISIT,b-DeI4KqEeWy0cTdh7Wy5_RA
17051,u-EtFULCVhaeCubTygVcvYgg,WRITE_REVIEW,r-d-qSYXuWUxXQ_jIDjDty2g
17052,b-5eDg_Y2N6aU_k7tIxoFXTg,HAS_MENU,Chicken_Tikka_Masala
17053,b-Dd1w7xR7Xs3bthwusgy33Q,HAS_CATEGORY,Specialty_Food
17054,u-cm3_8c_NDhPcpwJQ96Aixw,WRITE_REVIEW,r-zoVysV5Ur0Gj_jh8OCtw7A
17055,u-2tF1eMovjhpg2jAI5os6pA,WRITE_REVIEW,r-dmE8psPV9twHQ3O7YyYx5A
17056,b-DJuQgsoj-qmU0i5iTAa4aA,HAS_REVIEW,r-PrGJgTthbtVQSmH4enSxuQ
17057,b-jb0-JZMt-6Khsh-VwsDtLQ,HAS_REVIEW,r-44bnsuS3ldV2kILyzouyhA
17058,Great,ASPECT_ATTR_FOR,b--p-CuUMzN0HQz9OCQ8SZOA
17059,u-qswybzqD9UD_my8fl0V7wQ,RATE,b-eRZuxjnaMviiVyvhejwTBQ
17060,u-mksFinlYC_bDrc1k7VTG9w,WRITE_REVIEW,r-b6pQMFqxaAeGlLLdAbdDUg
17061,u-cMzAjrLcAH3TwgPQhHippg,RATE,b-SxuD7iY8QO88PNbSdNmNKg
17062,u-k8KivRoQwRVdxN_Xiaf9KA,WRITE_REVIEW,r-IJQXmZgAmapoAIP78fHwHA
17063,u-yiWOSHrLIliecmnzdZbxqA,RATE,b-p-J9iJgeHmPGk2jFAM0WnA
17064,u-qgj11QoS-qvrVBcQL7p9JA,VISIT,b-BoiAZQB9AHRvazM055GFOw
17065,u-E0dC0a9Dl-sYWDAL41wF0g,WRITE_REVIEW,r-0m-tZBgoGpoJgTjiKI7Brg
17066,b-SxuD7iY8QO88PNbSdNmNKg,HAS_ASPECT,Food
17067,u-WSq_iCLkrMLnHmrheaWUjg,WRITE_REVIEW,r-nwJ10TW8QJkzRf_0dfFlMQ
17068,u-ybcBGlRG0qYHI9DbXjfznA,WRITE_REVIEW,r-gs2bupHiniDqeUyKEW0b4Q
17069,u-s-QuErK1oRlAzT5qnO6FOQ,VISIT,b-qcqDjeirxvdgW5kQVkEwSA
17070,Crap,ASPECT_ATTR_FOR,b-DJuQgsoj-qmU0i5iTAa4aA
17071,Tasty,MENU_ATTR_FOR,b-TTCZkfxt0GW8YUzdVe0PrA
17072,u-KN1MNPLVPUGsfaOssJQggg,WRITE_REVIEW,r-hAyk0JF0GQ30N7w_Nry9FQ
17073,u-MJfGg2PNy1uWIdYtS5n-tw,ORDER,Tandoori_Platter
17074,u-G1QG6IfLuE5uirU6PMo2dA,WRITE_REVIEW,r-1BGoKT75Fsqyh0qY-HujbA
17075,u-Bz9Hddcu2Hu0h3FArKfDGQ,RATE,b-oVuZtlCFg_zF090Nhtp0Ow
17076,u-Ox3L-za2jio8KkHdARMWkA,ORDER,Ulava_Charu_Veg_Biryani
17077,Paper_Dosa,TASTE,Good
17078,Chicken_Tiki_Masala,IS,Tasty
17079,b-xYpAg60oZVbOtSYgrOKBgQ,HAS_ASPECT,Staff
17080,b-idrN6XWKErG6nKDsEMNbOQ,HAS_REVIEW,r-qHn9U6AinOZbkDymbsYb8w
17081,u-5YEdZ15m_xK2rUH1R5Ymdw,WRITE_REVIEW,r-NgQq27Hx1Q0Pu7RgyQ3AAw
17082,b-sUGlSS0AF2xPYFEjvKJbSA,HAS_ASPECT,Staff
17083,b-ZJ0gQp0fcnIDiZv0m9--Gg,HAS_ASPECT,Service
17084,u-bIUbotZWnbJt_33B8YiFtw,VISIT,b-qcqDjeirxvdgW5kQVkEwSA
17085,b-P4h8kgy_48oE9vCHJc4BCQ,HAS_MENU,Achari_Chicken
17086,b-sUGlSS0AF2xPYFEjvKJbSA,HAS_MENU,Palak_Paneer
17087,Butter_Chicken,IS,Good
17088,u-g-y4Me4bqDz8jwFzX_e17w,VISIT,b-COfzp0tze_F8N13zn40zzg
17089,u-M9B4BJkv5ciSgkaUfif2Dw,RATE,b-eRZuxjnaMviiVyvhejwTBQ
17090,b-DxbdfvNYPCyiLJDDPJK3Tg,HAS_MENU,Chicken
17091,u-24nlqdLpk138dpO0UKXP5Q,ORDER,Biryani
17092,b-qhKNZTtTT6GLnPzQny-v9Q,HAS_ASPECT,Service
17093,Service,IS,Attentive
17094,u-HzEtbh5KYzfeW_MTVnGCEA,VISIT,b-rYziPPEILDXJ_F5uKR--YQ
17095,Food,IS,Exceptional
17096,u-ru2Sp_BdKZF-rnAQdt2g6w,ORDER,Channa_Masala
17097,u-Gb3wDY_ly8ksqM0U7hh3Gw,WRITE_REVIEW,r-MxZ-y8-HHchEbXZwqDwmkg
17098,u-UkiH9FHWesHo3dmwikKWsw,ORDER,Roghan_Josh
17099,u-jnB_saJqNfOmVoCWquhAzg,RATE,b-P4h8kgy_48oE9vCHJc4BCQ
17100,b-Q8uwArm4h8bhsqxw84Gd8w,HAS_REVIEW,r-TM6hR6M80ICHnPByQeWWew
17101,u-FPmxLtMPlYDyeIa2f3N4qg,VISIT,b-CB99Ifh4OnBTnuNdRjj_fQ
17102,b-gA4bnK91phT5FTzG4ki3Dw,IS,Cozy
17103,b-ZDx7kt4aOPTlmYTqXDrTGA,HAS_REVIEW,r-goD6ZaoB6DhZgSRs-fLO7g
17104,b-gXLiBVCHIqoPEw2CaP3QmQ,HAS_CATEGORY,Halal
17105,u-iT0lKL00EWx0MX9FvUwyZA,RATE,b-DxbdfvNYPCyiLJDDPJK3Tg
17106,u-1ZPnQs-tdvbX8ROjtnzcEg,RATE,b-oVuZtlCFg_zF090Nhtp0Ow
17107,b-oVuZtlCFg_zF090Nhtp0Ow,HAS_MENU,Masala_Sauce
17108,b-7xA6iSP0Ndn08tpBFQtUKA,HAS_REVIEW,r-ff8iI_OgplSxhtvWG9pbAA
17109,Bad,MENU_ATTR_FOR,b-idrN6XWKErG6nKDsEMNbOQ
17110,u-ngtTakc8A5ffJldZ1mabVA,WRITE_REVIEW,r-DXDNZKkeEXSBy4EQKYz0Rw
17111,Chutney,HAS,Bhel_Puri
17112,Cold,MENU_ATTR_FOR,b-SxuD7iY8QO88PNbSdNmNKg
17113,b-hubbaEcYPYEZu5Ziz6i0lw,HAS_MENU,Mantra_Masala
17114,u-T3DctriR2W7Y5Ikb4zs88A,VISIT,b-OZwMMnRncrp7_uC-N3vV1Q
17115,b-UAXz2KC1aXpxzV-MLdXbmQ,HAS_MENU,Baigan_Bhartha
17116,b-_X0M7EMx475KZSX9wAsmgg,HAS_ASPECT,Food
17117,Staff,IS,Friendly
17118,b-Dd1w7xR7Xs3bthwusgy33Q,HAS_REVIEW,r-U85MWaK1XjKrJSCDNwgF2g
17119,u-dfB-XW_RwAcIKmFrZK7U1A,VISIT,b-7vgWonwfqRt9pxR1c00Ulw
17120,u-j-cuXY8PYuz0Yq_VnbM61Q,RATE,b-jb0-JZMt-6Khsh-VwsDtLQ
17121,b-hubbaEcYPYEZu5Ziz6i0lw,HAS_MENU,Mantra_Masala
17122,u-K305VrM4YXvTKQfv2ATWyA,VISIT,b-gsc1j3RZQdScBnULSwaV9A
17123,b-xYpAg60oZVbOtSYgrOKBgQ,HAS_REVIEW,r-MxZ-y8-HHchEbXZwqDwmkg
17124,u-DFLXok6LzuMkoPLnYEL-Ig,VISIT,b-jb0-JZMt-6Khsh-VwsDtLQ
17125,u-tLD-WMe6PHmb81IeP1deWA,WRITE_REVIEW,r-yliQER-a4899JQ9oV7Pj1Q
17126,u-jfaz1aQqnkbtzQfQyCE8IA,ORDER,Red_Curry_Chicken
17127,u-cm3_8c_NDhPcpwJQ96Aixw,VISIT,b-DxbdfvNYPCyiLJDDPJK3Tg
17128,u-Uhe5eNNOrnmcvesspLnBDA,RATE,b-k9PfKE7KfztoMpOSx25UpA
17129,Perfection,MENU_ATTR_FOR,b-OZwMMnRncrp7_uC-N3vV1Q
17130,Mimosas,IS,Good
17131,u-1_cEjUy1_a2HUNp8_5oaGA,VISIT,b-eRZuxjnaMviiVyvhejwTBQ
17132,b-gA4bnK91phT5FTzG4ki3Dw,HAS_ASPECT,Food
17133,u-8tbneMQUZNvN6A5DnPPs_A,RATE,b-SxuD7iY8QO88PNbSdNmNKg
17134,Tasty,MENU_ATTR_FOR,b-XNL6PRXaQxyDO2yeBdy11w
17135,Good,ASPECT_ATTR_FOR,b-Eu-M3y8a5bIxIRXlCj9yHA
17136,u-9TYp9WZYgOmDV9gU3-vHOg,RATE,b-y4z0iQZWN4R2Fk8SiPQU5A
17137,b-y4z0iQZWN4R2Fk8SiPQU5A,HAS_REVIEW,r-N_8X4RcSTkhVQFBoQ1Zf6A
17138,u-45stHCps45t-AiIYo7kojg,VISIT,b-Eu-M3y8a5bIxIRXlCj9yHA
17139,Chicken,IS,Tender
17140,b-qcqDjeirxvdgW5kQVkEwSA,HAS_ASPECT,Price
17141,b-CB99Ifh4OnBTnuNdRjj_fQ,HAS_MENU,Soup
17142,b-0Hy2VE9tqTo4QbovMz3xrQ,HAS_MENU,Butter_Chicken
17143,Chicken,IS,Dry
17144,u-Pea4YrG0ZfWC9tVcZUFoiw,RATE,b-yy_FhzQCeLreV21OBccPAg
17145,Good,MENU_ATTR_FOR,b-oVuZtlCFg_zF090Nhtp0Ow
17146,u-JPmEINY29c9W9gwVPb0_PQ,WRITE_REVIEW,r-TSnAgiMwZzn1CQObsq4PYA
17147,b-DxbdfvNYPCyiLJDDPJK3Tg,HAS_CATEGORY,Caribbean
17148,u-3WXmLAkfxW8Y_urexfSs7Q,RATE,b-gXLiBVCHIqoPEw2CaP3QmQ
17149,Tasty,MENU_ATTR_FOR,b-vZu3xxlMQSqFngDgdFLfXg
17150,Food,IS,Good
17151,u-vErmnVl-YKhmFFufbPLtvQ,VISIT,b-P4zWgzYzy03D9LeDTpKuDg
17152,Chicken,IS,Fatty
17153,Dinner,IS,Delicious
17154,b-3wJ4kJsJhayyfJ30HsS04g,HAS_ASPECT,Decor
17155,u-eIs903qIpxuYvKM2Kmas-A,RATE,b-5eDg_Y2N6aU_k7tIxoFXTg
17156,b-TTCZkfxt0GW8YUzdVe0PrA,HAS_REVIEW,r-ZxNmdHsb0F33mhagSwmmBg
17157,u-ZsisQjLoliFocSnktH3lsw,VISIT,b-nbf4o8gUP2y9JKFE2wBO2A
17158,u-qIIWAMJ_LwlJi0fntUpsjg,WRITE_REVIEW,r-Qv0iXSJwOhkqU82dQnLWDA
17159,Polite,ASPECT_ATTR_FOR,b-TAnzFr9NixvCbvUdJMWL5Q
17160,b-Pzs43Fkub-6A9hA1zqpF_w,HAS_REVIEW,r-vLmrIvDIFYCQaBd_0oq96Q
17161,b-CB99Ifh4OnBTnuNdRjj_fQ,HAS_MENU,Soma_Grill
17162,u-OjhSsv0QSnhmvVfQkHuAPw,WRITE_REVIEW,r-_vGF5Cxgl0iSQNjkZ9H-mQ
17163,u-kcZ79VN2n0PmBbpWv6Ayqw,WRITE_REVIEW,r-YEP_pQoaSGTSADk5axoNtw
17164,b-Q8uwArm4h8bhsqxw84Gd8w,HAS_MENU,Noodles
17165,u-_XJkJkIOPJVsYU6vVmpt3A,VISIT,b-geMa0_CtMOctkUhf_JXK9Q
17166,u-NpzLHUDwsVnciPdialPolg,WRITE_REVIEW,r-Px_eFn6zAeJbbfjzIqxLuA
17167,b-35KvoWbA3kEsdckaWqG3OA,HAS_REVIEW,r-74xam6JGDFlFXaxxUeJ1KQ
17168,b-xSuR0FK8cHzBLXowCV3Pyw,HAS_MENU,Naan
17169,b-ZJ0gQp0fcnIDiZv0m9--Gg,HAS_ASPECT,Service
17170,u-p_bN8wNVDtu4BH2ecP5zBw,RATE,b-y4z0iQZWN4R2Fk8SiPQU5A
17171,b-nbf4o8gUP2y9JKFE2wBO2A,HAS_REVIEW,r-PdAoT3shlwxnjT7J4lY2Zg
17172,Staff,IS,Friendly
17173,b-MgsOZpYSntKSCzNROiWgYQ,HAS_CATEGORY,Middle_Eastern
17174,u-_PuWIjyivzP4-Qxg4jRRfw,VISIT,b-Q8uwArm4h8bhsqxw84Gd8w
17175,Service,IS,Great
17176,b-sUGlSS0AF2xPYFEjvKJbSA,HAS_REVIEW,r-_VSHF0Ob_-7T8koxzjVELw
17177,b-TAnzFr9NixvCbvUdJMWL5Q,HAS_REVIEW,r-cFm2ZDES4fEDVQ3B-pudxQ
17178,b-oX6y1Jm1jYLoWifmIrtaSQ,HAS_ASPECT,Food
17179,Friendly,ASPECT_ATTR_FOR,b-xA6L2w_TlbxHubb1xeBE8w
17180,b-MMOEaEcq-bsg_RYWHSC4_g,HAS_MENU,Sauce
17181,Kheer,IS,Amazing
17182,Delicious,MENU_ATTR_FOR,b-SxuD7iY8QO88PNbSdNmNKg
17183,b-De8Z9rLZOmf-icp3gDxCZA,HAS_REVIEW,r-MzdTJtU3uJ7GvHKw3fU2Wg
17184,u-lfOS1l9Y8RWH-DUhJuhSaQ,TRIED,Food
17185,u-Qu8Y4COgSfkPe_mVfkrH-Q,RATE,b-ZNdV9ytExuxPTXSN8i2xhw
17186,u-tZrO3VcysHPBb63e_jnl_w,VISIT,b-Dd1w7xR7Xs3bthwusgy33Q
17187,u-nCAst9mS-JwsuJ6lBgAA-w,RATE,b-xA6L2w_TlbxHubb1xeBE8w
17188,u-AJ7OBUjRaf0FZDq7VFxNTA,VISIT,b-_X0M7EMx475KZSX9wAsmgg
17189,b-scM6rLQqoz5dEIgwz_JFsg,HAS_MENU,Shahi_Paneer
17190,Zucchini_Pakora,IS,Cold
17191,Economical,ASPECT_ATTR_FOR,b-LwXo16VrGPhhOWc_Wj7ifw
17192,u-4BODhptVEvhAIYOL6ngajA,WRITE_REVIEW,r-oQJ5DlXgf5soaxwiCOf_mw
17193,u-gV9Y1fHKqnMRExRErIvFag,VISIT,b-vCx6uieEF0W0mKFK4sT3Yg
17194,Delicious,ASPECT_ATTR_FOR,b-BxkVct02QHybp54ATZgkUQ
17195,Butter_Masala,IS,Sweet
17196,Food,IS,Great
17197,u-dEW944sWJzmx_sc0_l4-BA,VISIT,b-XvuUYiJYAAiNC4AmdbBZ8g
17198,b-qcqDjeirxvdgW5kQVkEwSA,HAS_ASPECT,Service
17199,b-MgsOZpYSntKSCzNROiWgYQ,HAS_MENU,Lentils
17200,b-bO_JX-lDo5D5JGZhK5Ly3A,LOCATED_IN,Chandler-United_States
17201,u-yi4C52eqeLueoCeiiD4qAQ,VISIT,b-V_jIfMz9Z7a5mthleRq0_w
17202,u-jqp5BEMzEUIWTCt6pezS2Q,ORDER,Lentils
17203,u-mHQ4Q38MxPRQxo2ubevAMQ,WRITE_REVIEW,r-9UwpHIecs05zQzsVC6yZew
17204,Amazing,MENU_ATTR_FOR,b-f6T2YaTfGoSyQV-l4jzrjw
17205,Fish_Biryani,IS,Good
17206,Amazing,ASPECT_ATTR_FOR,b-BoiAZQB9AHRvazM055GFOw
17207,u-V8IlL_SNMqcy8xNdlvx0qw,VISIT,b--p-CuUMzN0HQz9OCQ8SZOA
17208,b-f7RXwcus_-EOsR0q5ctVjw,HAS_ASPECT,Service
17209,u-3ITM3PW5Vm66UaomB2lm7w,RATE,b-Q8uwArm4h8bhsqxw84Gd8w
17210,u-Lr5jCkgrBopn_bs6P9xspQ,WRITE_REVIEW,r-ADo8WeSxpfcsP-c-tf7eLQ
17211,u-BWMtteGOa6rntC1cc9dIDA,RATE,b-oX6y1Jm1jYLoWifmIrtaSQ
17212,u-epyCmzzy6pAKbchWsJltUQ,RATE,b-W_9ophRRWO924hn1S-y2Hg
17213,Good,ASPECT_ATTR_FOR,b-gXLiBVCHIqoPEw2CaP3QmQ
17214,b-gA4bnK91phT5FTzG4ki3Dw,HAS_REVIEW,r-L9BzWw2yVl8J2zIROw-RaA
17215,Great,MENU_ATTR_FOR,b-qcqDjeirxvdgW5kQVkEwSA
17216,u-gJqr0dtJQHt6CAzcm-n8lQ,RATE,b-S4qUsi44l5D9BbUCkhwQEA
17217,b-xYpAg60oZVbOtSYgrOKBgQ,HAS_MENU,Chicken_Tikka_Masala
17218,Great,ASPECT_ATTR_FOR,b-W_9ophRRWO924hn1S-y2Hg
17219,u-RUEFu7mB6ZMQK550xhnbdw,VISIT,b-P4h8kgy_48oE9vCHJc4BCQ
17220,Phoenix-United_States,LOCATED_IN,United_States
17221,b-BoiAZQB9AHRvazM055GFOw,HAS_REVIEW,r-cFerfuHO1L_Ld0BRr_iv1g
17222,u-wzJw55pZ7WvINZhE8n13zw,ORDER,Shrimp_Tikka_Masala
17223,b-j9YFHVQqxM_qKHIc4nck-A,HAS_ASPECT,Customer_Service
17224,u-8FbnfMDyB_nGXIzU0-Y2xA,WRITE_REVIEW,r-S4WG2y5pyZBVwzfrlY6W5Q
17225,u-EiP1OFgs-XGcKZux0OKWIA,RATE,b-j9YFHVQqxM_qKHIc4nck-A
17226,u-DheU-KOyNyyOSGIHPMAutw,VISIT,b-S4qUsi44l5D9BbUCkhwQEA
17227,Good,MENU_ATTR_FOR,b-De8Z9rLZOmf-icp3gDxCZA
17228,b-qhKNZTtTT6GLnPzQny-v9Q,HAS_REVIEW,r-RqTjbadbA3O9O3vcN5Qydw
17229,u-62JJoUPxKxqb6snMJxi2ng,VISIT,b-xYpAg60oZVbOtSYgrOKBgQ
17230,u-u5PyGBu7Cw7fGxwQL2fL5Q,VISIT,b-oVuZtlCFg_zF090Nhtp0Ow
17231,b-Pzs43Fkub-6A9hA1zqpF_w,HAS_MENU,Chutney
17232,b-xA6L2w_TlbxHubb1xeBE8w,HAS_REVIEW,r-hyaDjf7mONRq_eKGJwDLVA
17233,u-Na7xuGDsbPUdtGp8fIzJsw,CRAVING,Food
17234,u--p3a5JqLcVMIdiqxCsgmZw,RATE,b-RE4qn28MEiDrM1PbdYVgxA
17235,u-GJd11uLB70bqPV9gA5orZA,WRITE_REVIEW,r-36EjZskQALe6y7SRa5gENQ
17236,Good,MENU_ATTR_FOR,b-BxkVct02QHybp54ATZgkUQ
17237,u-kFxUTucJzwiQnMsCOOb-eg,WRITE_REVIEW,r-eTrfrNVH-acY0VEOwY5P6g
17238,Food,IS,Great
17239,b-TAnzFr9NixvCbvUdJMWL5Q,HAS_MENU,Raita
17240,b-LwXo16VrGPhhOWc_Wj7ifw,HAS_MENU,Chicken_Momos
17241,Food,IS,Tasty
17242,b-jb0-JZMt-6Khsh-VwsDtLQ,HAS_REVIEW,r-2dodEYYXM4EonBRZ20Wbgg
