sub_ent,subject,relation,obj_ent,object
Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_MENU,Parathas,Parathas
Good,Good,MENU_ATTR_FOR,Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg
Parathas,Parathas,IS,Good,Good
Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_MENU,Paneer Pakora,Paneer_Pakora
Rose,u-eu3bRjCyZJQ1Kqgu9vM1fA,ORDER,Paneer Pakora,Paneer_Pakora
Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_MENU,Chicken Soup,Chicken_Soup
Chicken Soup,Chicken_Soup,TASTED,,Indian
Paneer Pakora,Paneer_Pakora,WAS,,Crispy
Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_MENU,Vindaloo,Vindaloo
Dennis,u-5x9HuvhQaUYVcb7wUElbLQ,ORDER,Vindaloo,Vindaloo
Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_ASPECT,Price,Price
Good,Good,ASPECT_ATTR_FOR,Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg
Price,Price,IS,Good,Good
Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_MENU,Dinner,Dinner
Delicious,Delicious,MENU_ATTR_FOR,Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg
Dinner,Dinner,IS,Delicious,Delicious
Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_ASPECT,Staff,Staff
Friendly,Friendly,ASPECT_ATTR_FOR,Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg
Staff,Staff,IS,Friendly,Friendly
Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_MENU,Kheer,Kheer
Good,Good,MENU_ATTR_FOR,Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg
Kheer,Kheer,IS,Good,Good
Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_ASPECT,Service,Service
Attentive,Attentive,ASPECT_ATTR_FOR,Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg
Service,Service,IS,Attentive,Attentive
Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_ASPECT,Food,Food
Outstanding,Outstanding,ASPECT_ATTR_FOR,Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg
Food,Food,IS,Outstanding,Outstanding
Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_MENU,Lentil Soup,Lentil_Soup
Lina,u-QPsTWMns6I-nMXAfPBPgdg,ORDER,Lentil Soup,Lentil_Soup
Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_MENU,Dinner,Dinner
Lina,u-QPsTWMns6I-nMXAfPBPgdg,ORDER,Dinner,Dinner
Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_MENU,Lamb Korma,Lamb_Korma
Lamb Korma,Lamb_Korma,CAME_WITH,,Rice
Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_MENU,Chicken Soup,Chicken_Soup
Amazing,Amazing,MENU_ATTR_FOR,Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg
Chicken Soup,Chicken_Soup,IS,Amazing,Amazing
Great,Great,MENU_ATTR_FOR,Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg
Lentil Soup,Lentil_Soup,IS,Great,Great
Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_MENU,Sauce,Sauce
Sauce,Sauce,IS,Great,Great
Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_MENU,Non-Veg Tandoori Appetizer,Non-Veg_Tandoori_Appetizer
Nikki,u-lHyNCok1h4xgqMqtgj03Pw,ORDER,Non-Veg Tandoori Appetizer,Non-Veg_Tandoori_Appetizer
Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_MENU,Karahi Paneer,Karahi_Paneer
Excellent,Excellent,MENU_ATTR_FOR,Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg
Karahi Paneer,Karahi_Paneer,IS,Excellent,Excellent
Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_MENU,Batura,Batura
Batura,Batura,IS,Excellent,Excellent
Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_MENU,Jeera Rice,Jeera_Rice
Good,Good,MENU_ATTR_FOR,Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg
Jeera Rice,Jeera_Rice,IS,Good,Good
Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_MENU,Tandoori Roti,Tandoori_Roti
Great,Great,MENU_ATTR_FOR,Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg
Tandoori Roti,Tandoori_Roti,IS,Great,Great
Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_MENU,Kheer,Kheer
Kheer,Kheer,IS,Good,Good
Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_MENU,Rice,Rice
Hard,Hard,MENU_ATTR_FOR,Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg
Rice,Rice,IS,Hard,Hard
Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_ASPECT,Staff,Staff
Excellent,Excellent,ASPECT_ATTR_FOR,Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg
Staff,Staff,IS,Excellent,Excellent
Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_MENU,Papadum,Papadum
Mike,u-HdT6Ugg2DF8dcDx8h0zTwA,ORDER,Papadum,Papadum
Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_MENU,Garlic Naan,Garlic_Naan
Fresh,Fresh,MENU_ATTR_FOR,Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg
Garlic Naan,Garlic_Naan,IS,Fresh,Fresh
Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_ASPECT,Service,Service
Speedy,Speedy,ASPECT_ATTR_FOR,Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg
Service,Service,IS,Speedy,Speedy
Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_ASPECT,Price,Price
Right,Right,ASPECT_ATTR_FOR,Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg
Price,Price,IS,Right,Right
,u-NjBbyIIgpN8lHolFh4nUOw,CALLED,,Charkha
Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_MENU,Chicken Vindaloo,Chicken_Vindaloo
Hot,Hot,MENU_ATTR_FOR,Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg
Chicken Vindaloo,Chicken_Vindaloo,IS,Hot,Hot
Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_MENU,Garlic Naan,Garlic_Naan
Fresh,Fresh,MENU_ATTR_FOR,Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg
Garlic Naan,Garlic_Naan,IS,Fresh,Fresh
Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_ASPECT,Customer Service,Customer_Service
Excellent,Excellent,ASPECT_ATTR_FOR,Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg
Customer Service,Customer_Service,IS,Excellent,Excellent
Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_MENU,Somosa,Somosa
Julianne,u-gjlcSQDafNqPbYA0q7pwuA,ORDER,Somosa,Somosa
Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_ASPECT,Food,Food
Authentic,Authentic,ASPECT_ATTR_FOR,Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg
Food,Food,IS,Authentic,Authentic
Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_ASPECT,Service,Service
Rough,Rough,ASPECT_ATTR_FOR,Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg
Service,Service,IS,Rough,Rough
Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg,IS,Worth,Worth
Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_MENU,Lamb Dhansak,Lamb_Dhansak
Michael,u-aAe3zknnrbmsFax-DnfqEw,ORDER,Lamb Dhansak,Lamb_Dhansak
,u-aAe3zknnrbmsFax-DnfqEw,HAD_IN,,Us
Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_ASPECT,Service,Service
Friendly,Friendly,ASPECT_ATTR_FOR,Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg
Service,Service,IS,Friendly,Friendly
Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_MENU,Mint Chutney,Mint_Chutney
Unusual,Unusual,MENU_ATTR_FOR,Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg
Mint Chutney,Mint_Chutney,IS,Unusual,Unusual
Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_MENU,Chana Masala,Chana_Masala
Kimberly,u-Enkx_H-B0jp2tRLl84wOiw,ORDER,Chana Masala,Chana_Masala
Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_MENU,Indian Spiced Iced Tea,Indian_Spiced_Iced_Tea
Kimberly,u-Enkx_H-B0jp2tRLl84wOiw,ORDER,Indian Spiced Iced Tea,Indian_Spiced_Iced_Tea
,u-Enkx_H-B0jp2tRLl84wOiw,ORDERED_IN,,Medium
Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_ASPECT,Food,Food
Good,Good,ASPECT_ATTR_FOR,Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg
Food,Food,IS,Good,Good
Amazing,Amazing,MENU_ATTR_FOR,Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg
Indian Spiced Iced Tea,Indian_Spiced_Iced_Tea,IS,Amazing,Amazing
Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_ASPECT,Price,Price
Great,Great,ASPECT_ATTR_FOR,Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg
Price,Price,IS,Great,Great
Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_MENU,Naan,Naan
Fresh,Fresh,MENU_ATTR_FOR,Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg
Naan,Naan,SERVE,Fresh,Fresh
,u-xH63knKaVhclXU2gSP1q_A,LIKED,,b-gw0ZS5b5RP3Lzr1BoCbALg
,u-xH63knKaVhclXU2gSP1q_A,ENJOYED_ON,,Menu
Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_ASPECT,Parking,Parking
Easy,Easy,ASPECT_ATTR_FOR,Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg
Parking,Parking,IS,Easy,Easy
Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_ASPECT,Food,Food
Good,Good,ASPECT_ATTR_FOR,Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg
Food,Food,IS,Good,Good
Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_MENU,Cauliflower,Cauliflower
Joyce,u-3Uv0dGI2IXJb2OUj8R2GJA,ORDER,Cauliflower,Cauliflower
Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_MENU,Vegetable Pakora,Vegetable_Pakora
Joyce,u-3Uv0dGI2IXJb2OUj8R2GJA,ORDER,Vegetable Pakora,Vegetable_Pakora
Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_MENU,Garlic Naan,Garlic_Naan
Good,Good,MENU_ATTR_FOR,Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg
Garlic Naan,Garlic_Naan,IS,Good,Good
Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_ASPECT,Food,Food
Good,Good,ASPECT_ATTR_FOR,Charkha Exotic Indian Cuisine,b-gw0ZS5b5RP3Lzr1BoCbALg
Food,Food,IS,Good,Good
,u-O6GMZPc_9H6jr1Jf6wkXtw,EAT,,Food
Airport Bukhara,b-idrN6XWKErG6nKDsEMNbOQ,HAS_MENU,Fish,Fish
Greasy,Greasy,MENU_ATTR_FOR,Airport Bukhara,b-idrN6XWKErG6nKDsEMNbOQ
Fish,Fish,IS,Greasy,Greasy
Airport Bukhara,b-idrN6XWKErG6nKDsEMNbOQ,HAS_MENU,Tandoori Chicken,Tandoori_Chicken
Cold,Cold,MENU_ATTR_FOR,Airport Bukhara,b-idrN6XWKErG6nKDsEMNbOQ
Tandoori Chicken,Tandoori_Chicken,IS,Cold,Cold
Airport Bukhara,b-idrN6XWKErG6nKDsEMNbOQ,HAS_MENU,Fish Pakora,Fish_Pakora
Good,Good,MENU_ATTR_FOR,Airport Bukhara,b-idrN6XWKErG6nKDsEMNbOQ
Fish Pakora,Fish_Pakora,IS,Good,Good
Airport Bukhara,b-idrN6XWKErG6nKDsEMNbOQ,HAS_ASPECT,Food,Food
Delicious,Delicious,ASPECT_ATTR_FOR,Airport Bukhara,b-idrN6XWKErG6nKDsEMNbOQ
Food,Food,IS,Delicious,Delicious
Airport Bukhara,b-idrN6XWKErG6nKDsEMNbOQ,HAS_ASPECT,Service,Service
Wonderful,Wonderful,ASPECT_ATTR_FOR,Airport Bukhara,b-idrN6XWKErG6nKDsEMNbOQ
Service,Service,IS,Wonderful,Wonderful
,u-VkctVLKkWN4LXI6XEHQy0g,SAY,,Food
Airport Bukhara,b-idrN6XWKErG6nKDsEMNbOQ,HAS_MENU,Naan,Naan
Hot,Hot,MENU_ATTR_FOR,Airport Bukhara,b-idrN6XWKErG6nKDsEMNbOQ
Naan,Naan,SERVE,Hot,Hot
Airport Bukhara,b-idrN6XWKErG6nKDsEMNbOQ,HAS_ASPECT,Staff,Staff
Polite,Polite,ASPECT_ATTR_FOR,Airport Bukhara,b-idrN6XWKErG6nKDsEMNbOQ
Staff,Staff,IS,Polite,Polite
Airport Bukhara,b-idrN6XWKErG6nKDsEMNbOQ,HAS_MENU,Naan,Naan
Airport Bukhara,b-idrN6XWKErG6nKDsEMNbOQ,HAS_MENU,Chicken,Chicken
Airport Bukhara,b-idrN6XWKErG6nKDsEMNbOQ,HAS_MENU,Tandoori,Tandoori
Bad,Bad,MENU_ATTR_FOR,Airport Bukhara,b-idrN6XWKErG6nKDsEMNbOQ
Tandoori,Tandoori,IS,Bad,Bad
Airport Bukhara,b-idrN6XWKErG6nKDsEMNbOQ,HAS_MENU,Naan,Naan
Airport Bukhara,b-idrN6XWKErG6nKDsEMNbOQ,HAS_ASPECT,Price,Price
Unbeatable,Unbeatable,ASPECT_ATTR_FOR,Airport Bukhara,b-idrN6XWKErG6nKDsEMNbOQ
Price,Price,IS,Unbeatable,Unbeatable
Airport Bukhara,b-idrN6XWKErG6nKDsEMNbOQ,HAS_MENU,Bread,Bread
Bread,Bread,TASTED_LIKE,,Naan
Stale,Stale,MENU_ATTR_FOR,Airport Bukhara,b-idrN6XWKErG6nKDsEMNbOQ
Bread,Bread,IS,Stale,Stale
Airport Bukhara,b-idrN6XWKErG6nKDsEMNbOQ,HAS_MENU,Dessert,Dessert
Limited,Limited,MENU_ATTR_FOR,Airport Bukhara,b-idrN6XWKErG6nKDsEMNbOQ
Dessert,Dessert,IS,Limited,Limited
Airport Bukhara,b-idrN6XWKErG6nKDsEMNbOQ,HAS_ASPECT,Service,Service
Slow,Slow,ASPECT_ATTR_FOR,Airport Bukhara,b-idrN6XWKErG6nKDsEMNbOQ
Service,Service,IS,Slow,Slow
Airport Bukhara,b-idrN6XWKErG6nKDsEMNbOQ,HAS_MENU,Egg Plant,Egg_Plant
Melani,u-E8t5h3qFecOVmrEMgoQVfg,ORDER,Egg Plant,Egg_Plant
Airport Bukhara,b-idrN6XWKErG6nKDsEMNbOQ,HAS_MENU,Pina Colada,Pina_Colada
Melani,u-E8t5h3qFecOVmrEMgoQVfg,ORDER,Pina Colada,Pina_Colada
Terrible,Terrible,MENU_ATTR_FOR,Airport Bukhara,b-idrN6XWKErG6nKDsEMNbOQ
Pina Colada,Pina_Colada,IS,Terrible,Terrible
Airport Bukhara,b-idrN6XWKErG6nKDsEMNbOQ,HAS_MENU,Bread,Bread
Good,Good,MENU_ATTR_FOR,Airport Bukhara,b-idrN6XWKErG6nKDsEMNbOQ
Bread,Bread,IS,Good,Good
Airport Bukhara,b-idrN6XWKErG6nKDsEMNbOQ,HAS_MENU,Masala Chai,Masala_Chai
James,u-kR1iFDJ7iSc4PaPQQvbcog,ORDER,Masala Chai,Masala_Chai
,u-kR1iFDJ7iSc4PaPQQvbcog,PAY,,Price
Airport Bukhara,b-idrN6XWKErG6nKDsEMNbOQ,HAS_MENU,Butter Chicken,Butter_Chicken
Decent,Decent,MENU_ATTR_FOR,Airport Bukhara,b-idrN6XWKErG6nKDsEMNbOQ
Butter Chicken,Butter_Chicken,IS,Decent,Decent
Airport Bukhara,b-idrN6XWKErG6nKDsEMNbOQ,HAS_MENU,Samosa,Samosa
Stale,Stale,MENU_ATTR_FOR,Airport Bukhara,b-idrN6XWKErG6nKDsEMNbOQ
Samosa,Samosa,IS,Stale,Stale
Airport Bukhara,b-idrN6XWKErG6nKDsEMNbOQ,HAS_MENU,Naan,Naan
Fresh,Fresh,MENU_ATTR_FOR,Airport Bukhara,b-idrN6XWKErG6nKDsEMNbOQ
Naan,Naan,IS,Fresh,Fresh
Airport Bukhara,b-idrN6XWKErG6nKDsEMNbOQ,HAS_ASPECT,Food,Food
Good,Good,ASPECT_ATTR_FOR,Airport Bukhara,b-idrN6XWKErG6nKDsEMNbOQ
Food,Food,IS,Good,Good
Airport Bukhara,b-idrN6XWKErG6nKDsEMNbOQ,HAS_ASPECT,Staff,Staff
Friendly,Friendly,ASPECT_ATTR_FOR,Airport Bukhara,b-idrN6XWKErG6nKDsEMNbOQ
Staff,Staff,IS,Friendly,Friendly
Nice,Nice,ASPECT_ATTR_FOR,Airport Bukhara,b-idrN6XWKErG6nKDsEMNbOQ
Food,Food,IS,Nice,Nice
Worth,Worth,ASPECT_ATTR_FOR,Airport Bukhara,b-idrN6XWKErG6nKDsEMNbOQ
Food,Food,IS,Worth,Worth
Airport Bukhara,b-idrN6XWKErG6nKDsEMNbOQ,HAS_MENU,Naan,Naan
Delicious,Delicious,MENU_ATTR_FOR,Airport Bukhara,b-idrN6XWKErG6nKDsEMNbOQ
Naan,Naan,IS,Delicious,Delicious
Airport Bukhara,b-idrN6XWKErG6nKDsEMNbOQ,HAS_ASPECT,Service,Service
Mediocre,Mediocre,ASPECT_ATTR_FOR,Airport Bukhara,b-idrN6XWKErG6nKDsEMNbOQ
Service,Service,IS,Mediocre,Mediocre
,u-4bxhIKz9ePWqD93UkEjnbg,TOLD,,Price
Airport Bukhara,b-idrN6XWKErG6nKDsEMNbOQ,HAS_ASPECT,Price,Price
High,High,ASPECT_ATTR_FOR,Airport Bukhara,b-idrN6XWKErG6nKDsEMNbOQ
Price,Price,IS,High,High
,u-jsPWBtGTB0_jm-IW0y1KWw,WANT,,Food
The Red Room,b-qcqDjeirxvdgW5kQVkEwSA,HAS_MENU,Burger,Burger
Maggie,u-jsPWBtGTB0_jm-IW0y1KWw,ORDER,Burger,Burger
,u-jsPWBtGTB0_jm-IW0y1KWw,COME_FOR,,Food
The Red Room,b-qcqDjeirxvdgW5kQVkEwSA,HAS_ASPECT,Price,Price
High,High,ASPECT_ATTR_FOR,The Red Room,b-qcqDjeirxvdgW5kQVkEwSA
Price,Price,IS,High,High
The Red Room,b-qcqDjeirxvdgW5kQVkEwSA,HAS_MENU,Fries,Fries
Great,Great,MENU_ATTR_FOR,The Red Room,b-qcqDjeirxvdgW5kQVkEwSA
Fries,Fries,IS,Great,Great
The Red Room,b-qcqDjeirxvdgW5kQVkEwSA,HAS_ASPECT,Service,Service
Good,Good,ASPECT_ATTR_FOR,The Red Room,b-qcqDjeirxvdgW5kQVkEwSA
Service,Service,IS,Good,Good
The Red Room,b-qcqDjeirxvdgW5kQVkEwSA,HAS_MENU,Amber,Amber
Amber,Amber,ASKED_ABOUT,,Beers
Amber,Amber,TIPPED_FOR,,Service
,u-PLIBoFMlQjM-FKqMCHnwgw,ORDERED,,Edamame
The Red Room,b-qcqDjeirxvdgW5kQVkEwSA,HAS_MENU,Shrimp Rolls,Shrimp_Rolls
Shannon,u-PLIBoFMlQjM-FKqMCHnwgw,ORDER,Shrimp Rolls,Shrimp_Rolls
The Red Room,b-qcqDjeirxvdgW5kQVkEwSA,HAS_ASPECT,Food,Food
Awful,Awful,ASPECT_ATTR_FOR,The Red Room,b-qcqDjeirxvdgW5kQVkEwSA
Food,Food,IS,Awful,Awful
The Red Room,b-qcqDjeirxvdgW5kQVkEwSA,HAS_ASPECT,Service,Service
Good,Good,ASPECT_ATTR_FOR,The Red Room,b-qcqDjeirxvdgW5kQVkEwSA
Service,Service,IS,Good,Good
The Red Room,b-qcqDjeirxvdgW5kQVkEwSA,HAS_ASPECT,Service,Service
Terrible,Terrible,ASPECT_ATTR_FOR,The Red Room,b-qcqDjeirxvdgW5kQVkEwSA
Service,Service,IS,Terrible,Terrible
,u-u3yl03Gu-fW-BLRjn5iQog,WAITING_FOR,,Food
The Red Room,b-qcqDjeirxvdgW5kQVkEwSA,HAS_ASPECT,Service,Service
Terrible,Terrible,ASPECT_ATTR_FOR,The Red Room,b-qcqDjeirxvdgW5kQVkEwSA
Service,Service,IS,Terrible,Terrible
The Red Room,b-qcqDjeirxvdgW5kQVkEwSA,HAS_ASPECT,Food,Food
Ready,Ready,ASPECT_ATTR_FOR,The Red Room,b-qcqDjeirxvdgW5kQVkEwSA
Food,Food,IS,Ready,Ready
The Red Room,b-qcqDjeirxvdgW5kQVkEwSA,HAS_ASPECT,Service,Service
Great,Great,ASPECT_ATTR_FOR,The Red Room,b-qcqDjeirxvdgW5kQVkEwSA
Service,Service,IS,Great,Great
,u-Oxe8DXjBOi6C-cR2w64zOg,DISCOVERED,,Red Room
,u-Oxe8DXjBOi6C-cR2w64zOg,COPE_WITH,,Service
,u-Oxe8DXjBOi6C-cR2w64zOg,RETURN_TO,,Red Room
The Red Room,b-qcqDjeirxvdgW5kQVkEwSA,HAS_ASPECT,Service,Service
Bad,Bad,ASPECT_ATTR_FOR,The Red Room,b-qcqDjeirxvdgW5kQVkEwSA
Service,Service,IS,Bad,Bad
The Red Room,b-qcqDjeirxvdgW5kQVkEwSA,HAS_ASPECT,Music,Music
Fantastic,Fantastic,ASPECT_ATTR_FOR,The Red Room,b-qcqDjeirxvdgW5kQVkEwSA
Music,Music,IS,Fantastic,Fantastic
The Red Room,b-qcqDjeirxvdgW5kQVkEwSA,HAS_ASPECT,Food,Food
Well,Well,ASPECT_ATTR_FOR,The Red Room,b-qcqDjeirxvdgW5kQVkEwSA
Food,Food,IS,Well,Well
The Red Room,b-qcqDjeirxvdgW5kQVkEwSA,HAS_ASPECT,Price,Price
Cheap,Cheap,ASPECT_ATTR_FOR,The Red Room,b-qcqDjeirxvdgW5kQVkEwSA
Price,Price,IS,Cheap,Cheap
Delicious,Delicious,ASPECT_ATTR_FOR,The Red Room,b-qcqDjeirxvdgW5kQVkEwSA
Food,Food,IS,Delicious,Delicious
The Red Room,b-qcqDjeirxvdgW5kQVkEwSA,HAS_MENU,Chicken Nuggets,Chicken_Nuggets
Tasty,Tasty,MENU_ATTR_FOR,The Red Room,b-qcqDjeirxvdgW5kQVkEwSA
Chicken Nuggets,Chicken_Nuggets,IS,Tasty,Tasty
The Red Room,b-qcqDjeirxvdgW5kQVkEwSA,SAVE,Grace,Grace
The Red Room,b-qcqDjeirxvdgW5kQVkEwSA,HAS_ASPECT,Service,Service
Horrific,Horrific,ASPECT_ATTR_FOR,The Red Room,b-qcqDjeirxvdgW5kQVkEwSA
Service,Service,IS,Horrific,Horrific
,u-kVA4yCga39k7oAB5bAy8Qg,MAKE,,u-kVA4yCga39k7oAB5bAy8Qg
,u-kVA4yCga39k7oAB5bAy8Qg,NEEDED,,Food
The Red Room,b-qcqDjeirxvdgW5kQVkEwSA,HAS_MENU,Toast,Toast
Brittany,u-kVA4yCga39k7oAB5bAy8Qg,ORDER,Toast,Toast
Bad,Bad,MENU_ATTR_FOR,The Red Room,b-qcqDjeirxvdgW5kQVkEwSA
Toast,Toast,IS,Bad,Bad
The Red Room,b-qcqDjeirxvdgW5kQVkEwSA,HAS_MENU,Pancakes,Pancakes
Pancakes,Pancakes,IS,Bad,Bad
The Red Room,b-qcqDjeirxvdgW5kQVkEwSA,HAS_MENU,Beer,Beer
Good,Good,MENU_ATTR_FOR,The Red Room,b-qcqDjeirxvdgW5kQVkEwSA
Beer,Beer,IS,Good,Good
Cheap,Cheap,MENU_ATTR_FOR,The Red Room,b-qcqDjeirxvdgW5kQVkEwSA
Beer,Beer,IS,Cheap,Cheap
,u-tG24pgYOAyEONNhgmhVO-Q,CAME,,u-tG24pgYOAyEONNhgmhVO-Q
The Red Room,b-qcqDjeirxvdgW5kQVkEwSA,HAS_ASPECT,Food,Food
Impeccable,Impeccable,ASPECT_ATTR_FOR,The Red Room,b-qcqDjeirxvdgW5kQVkEwSA
Food,Food,IS,Impeccable,Impeccable
The Red Room,b-qcqDjeirxvdgW5kQVkEwSA,HAS_ASPECT,Service,Service
Good,Good,ASPECT_ATTR_FOR,The Red Room,b-qcqDjeirxvdgW5kQVkEwSA
Service,Service,IS,Good,Good
The Red Room,b-qcqDjeirxvdgW5kQVkEwSA,HAS_ASPECT,Food,Food
Great,Great,ASPECT_ATTR_FOR,The Red Room,b-qcqDjeirxvdgW5kQVkEwSA
Food,Food,IS,Great,Great
Fine,Fine,ASPECT_ATTR_FOR,The Red Room,b-qcqDjeirxvdgW5kQVkEwSA
Food,Food,IS,Fine,Fine
,u-p8IhyH5yflKbZbZidU8NDQ,DIRECTED_TO,,Atm
The Red Room,b-qcqDjeirxvdgW5kQVkEwSA,HAS_MENU,Pad Thai,Pad_Thai
Maria,u-5B6sAYLSEv48LIDe7M8hsw,ORDER,Pad Thai,Pad_Thai
